DNO_Name,DNO_Code,Tariff_Name,LLFCs,PCs,Red_Rate_p_kWh,Amber_Rate_p_kWh,Green_Rate_p_kWh,Fixed_Charge_p_day,Capacity_Charge_p_kVA_day,Document,Document_Reference,Source_Sheet
East Midlands,EMID,LV Sub Site Specific Band 4,S04,0,2.964,0.466,0.033,1433.33,3.56,EMEB-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,HV Site Specific No Residual,"H00, HST",0,1.778,0.239,0.016,82.21,4.32,EMEB-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,HV Site Specific Band 1,"60, 991",0,1.778,0.239,0.016,1284.3,4.32,EMEB-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,HV Site Specific Band 2,H02,0,1.778,0.239,0.016,4303.99,4.32,EMEB-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,HV Site Specific Band 3,H03,0,1.778,0.239,0.016,9425.09,4.32,EMEB-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,HV Site Specific Band 4,H04,0,1.778,0.239,0.016,24408.96,4.32,EMEB-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,Unmetered Supplies,"800, 801, 802, 803, 804","0, 1 or 8",20.608,2.988,1.918,,,EMEB-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Generation Aggregated,986,0,-4.155,-0.738,-0.054,0.0,,EMEB-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Sub Generation Aggregated,970,0,-3.652,-0.635,-0.046,0.0,,EMEB-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Generation Site Specific,"971, 973",0,-4.155,-0.738,-0.054,0.0,,EMEB-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Generation Site Specific no RP charge,"141, 142",0,-4.155,-0.738,-0.054,0.0,,EMEB-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Sub Generation Site Specific,"972, 974",0,-3.652,-0.635,-0.046,0.0,,EMEB-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Sub Generation Site Specific no RP charge,"143, 144",0,-3.652,-0.635,-0.046,0.0,,EMEB-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,HV Generation Site Specific,"975, 977",0,-2.389,-0.367,-0.026,51.42,,EMEB-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,HV Generation Site Specific no RP charge,"145, 146",0,-2.389,-0.367,-0.026,51.42,,EMEB-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,Domestic Aggregated with Residual,"1, 3, 246","0, 1, 2",6.602,1.493,0.124,11.38,0.0,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,Domestic Aggregated (Related MPAN),11,2,6.602,1.493,0.124,0.0,0.0,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,Non-Domestic Aggregated No Residual,"N10, N20, N30","0, 3, 4, 5-8",6.036,1.365,0.114,8.74,0.0,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,Non-Domestic Aggregated Band 1,"13, 37, 81, 80, 247, 90","0, 3, 4, 5-8",6.036,1.365,0.114,11.82,0.0,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,Non-Domestic Aggregated Band 2,"N12, N22, N32","0, 3, 4, 5-8",6.036,1.365,0.114,23.34,0.0,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,Non-Domestic Aggregated Band 3,"N13, N23, N33","0, 3, 4, 5-8",6.036,1.365,0.114,44.71,0.0,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,Non-Domestic Aggregated Band 4,"N14, N24, N34","0, 3, 4, 5-8",6.036,1.365,0.114,123.23,0.0,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,Non-Domestic Aggregated (related MPAN),901,4,6.036,1.365,0.114,0.0,0.0,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Site Specific No Residual,"L00, LST",0,4.536,0.994,0.083,13.2,3.26,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Site Specific Band 1,"58, 990",0,4.536,0.994,0.083,208.58,3.26,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Site Specific Band 2,L02,0,4.536,0.994,0.083,357.56,3.26,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Site Specific Band 3,L03,0,4.536,0.994,0.083,567.94,3.26,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Site Specific Band 4,L04,0,4.536,0.994,0.083,1144.1,3.26,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Sub Site Specific No Residual,"S00, SST",0,2.824,0.576,0.047,10.35,3.88,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Sub Site Specific Band 1,59,0,2.824,0.576,0.047,205.73,3.88,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Sub Site Specific Band 2,S02,0,2.824,0.576,0.047,354.72,3.88,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Sub Site Specific Band 3,S03,0,2.824,0.576,0.047,565.09,3.88,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Sub Site Specific Band 4,S04,0,2.824,0.576,0.047,1141.25,3.88,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,HV Site Specific No Residual,"H00, HST",0,1.756,0.314,0.025,93.74,4.7,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,HV Site Specific Band 1,"60, 991",0,1.756,0.314,0.025,1004.42,4.7,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,HV Site Specific Band 2,H02,0,1.756,0.314,0.025,2976.4,4.7,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,HV Site Specific Band 3,H03,0,1.756,0.314,0.025,6736.01,4.7,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,HV Site Specific Band 4,H04,0,1.756,0.314,0.025,17971.98,4.7,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,Unmetered Supplies,"800, 801, 802, 803, 804","0, 1 or 8",17.085,2.897,1.691,0.0,0.0,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Generation Aggregated,986,0,-3.963,-0.896,-0.075,0.0,0.0,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Sub Generation Aggregated,970,0,-3.467,-0.769,-0.064,0.0,0.0,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Generation Site Specific,"971, 973",0,-3.963,-0.896,-0.075,0.0,0.0,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Generation Site Specific no RP charge,"141, 142",0,-3.963,-0.896,-0.075,0.0,0.0,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Sub Generation Site Specific,"972, 974",0,-3.467,-0.769,-0.064,0.0,0.0,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,LV Sub Generation Site Specific no RP charge,"143, 144",0,-3.467,-0.769,-0.064,0.0,0.0,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,HV Generation Site Specific,"975, 977",0,-2.241,-0.449,-0.037,58.53,0.0,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
East Midlands,EMID,HV Generation Site Specific no RP charge,"145, 146",0,-2.241,-0.449,-0.037,58.53,0.0,EMEB-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Domestic Aggregated or CT with Residual,"1, 4, 632, D01","0, 1, 2",9.893,1.63,0.242,11.93,0.0,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Domestic Aggregated (Related MPAN),34,2,9.893,1.63,0.242,0.0,0.0,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated or CT No Residual,"N10, N20, N30, X10, X20, X30","0, 3, 4, 5-8",9.704,1.598,0.237,14.42,0.0,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated or CT Band 1,"7, 10, 21, 19, 633, 322, 323, X11, X21, X31","0, 3, 4, 5-8",9.704,1.598,0.237,18.04,0.0,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated or CT Band 2,"N12, N22, N32, X12, X22, X32","0, 3, 4, 5-8",9.704,1.598,0.237,20.78,0.0,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated or CT Band 3,"N13, N23, N33, X13, X23, X33","0, 3, 4, 5-8",9.704,1.598,0.237,27.77,0.0,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated or CT Band 4,"N14, N24, N34, X14, X24, X34","0, 3, 4, 5-8",9.704,1.598,0.237,52.68,0.0,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated (related MPAN),40,4,9.704,1.598,0.237,0.0,0.0,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific No Residual,"L00, LST",0,5.967,0.967,0.133,15.38,10.73,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 1,"127, 129",0,5.967,0.967,0.133,83.71,10.73,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 2,L02,0,5.967,0.967,0.133,136.85,10.73,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 3,L03,0,5.967,0.967,0.133,204.34,10.73,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 4,L04,0,5.967,0.967,0.133,356.28,10.73,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific No Residual,"S00, SST",0,3.262,0.503,0.053,12.0,9.41,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 1,128,0,3.262,0.503,0.053,80.33,9.41,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 2,S02,0,3.262,0.503,0.053,133.48,9.41,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 3,S03,0,3.262,0.503,0.053,200.97,9.41,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 4,S04,0,3.262,0.503,0.053,352.91,9.41,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific No Residual,"H00, HST",0,1.642,0.237,0.021,110.87,9.5,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 1,"365, 367",0,1.642,0.237,0.021,443.28,9.5,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 2,H02,0,1.642,0.237,0.021,1096.97,9.5,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 3,H03,0,1.642,0.237,0.021,2199.97,9.5,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 4,H04,0,1.642,0.237,0.021,6584.87,9.5,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Unmetered Supplies,"95, 96, 97, 98, 99","0, 1 or 8",35.695,3.201,1.69,0.0,0.0,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Generation Aggregated,625,0,-6.545,-1.078,-0.16,0.0,0.0,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Generation Aggregated,570,0,-5.162,-0.841,-0.119,0.0,0.0,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Generation Site Specific,"571, 573",0,-6.545,-1.078,-0.16,0.0,0.0,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Generation Site Specific no RP charge,"141, 142",0,-6.545,-1.078,-0.16,0.0,0.0,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Generation Site Specific,"572, 574",0,-5.162,-0.841,-0.119,0.0,0.0,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Generation Site Specific no RP charge,"143, 144",0,-5.162,-0.841,-0.119,0.0,0.0,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Generation Site Specific,"575, 577",0,-2.548,-0.393,-0.041,69.39,0.0,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Generation Site Specific no RP charge,"145, 146",0,-2.548,-0.393,-0.041,69.39,0.0,MIDE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Domestic Aggregated or CT with Residual,"1, 4, 632, D01","0, 1, 2",11.064,1.418,0.194,13.84,0.0,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Domestic Aggregated (Related MPAN),34,2,11.064,1.418,0.194,0.0,0.0,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated or CT No Residual,"N10, N20, N30, X10, X20, X30","0, 3, 4, 5-8",10.325,1.324,0.181,14.33,0.0,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated or CT Band 1,"7, 10, 21, 19, 633, 322, 323, X11, X21, X31","0, 3, 4, 5-8",10.325,1.324,0.181,17.37,0.0,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated or CT Band 2,"N12, N22, N32, X12, X22, X32","0, 3, 4, 5-8",10.325,1.324,0.181,26.13,0.0,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated or CT Band 3,"N13, N23, N33, X13, X23, X33","0, 3, 4, 5-8",10.325,1.324,0.181,39.75,0.0,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated or CT Band 4,"N14, N24, N34, X14, X24, X34","0, 3, 4, 5-8",10.325,1.324,0.181,80.45,0.0,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated (related MPAN),40,4,10.325,1.324,0.181,0.0,0.0,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific No Residual,"L00, LST",0,6.515,0.827,0.1,14.69,10.66,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 1,"127, 129",0,6.515,0.827,0.1,129.59,10.66,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 2,L02,0,6.515,0.827,0.1,219.77,10.66,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 3,L03,0,6.515,0.827,0.1,338.91,10.66,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 4,L04,0,6.515,0.827,0.1,583.21,10.66,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific No Residual,"S00, SST",0,3.598,0.443,0.032,11.46,9.18,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 1,128,0,3.598,0.443,0.032,126.37,9.18,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 2,S02,0,3.598,0.443,0.032,216.55,9.18,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 3,S03,0,3.598,0.443,0.032,335.69,9.18,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 4,S04,0,3.598,0.443,0.032,579.98,9.18,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific No Residual,"H00, HST",0,1.764,0.205,0.011,105.84,9.26,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 1,"365, 367",0,1.764,0.205,0.011,824.91,9.26,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 2,H02,0,1.764,0.205,0.011,2275.43,9.26,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 3,H03,0,1.764,0.205,0.011,4427.24,9.26,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 4,H04,0,1.764,0.205,0.011,9823.45,9.26,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Unmetered Supplies,"95, 96, 97, 98, 99","0, 1 or 8",40.137,3.071,1.764,0.0,0.0,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Generation Aggregated,625,0,-7.093,-0.909,-0.124,0.0,0.0,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Generation Aggregated,570,0,-5.59,-0.712,-0.09,0.0,0.0,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Generation Site Specific,"571, 573",0,-7.093,-0.909,-0.124,0.0,0.0,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Generation Site Specific no RP charge,"141, 142",0,-7.093,-0.909,-0.124,0.0,0.0,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Generation Site Specific,"572, 574",0,-5.59,-0.712,-0.09,0.0,0.0,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Generation Site Specific no RP charge,"143, 144",0,-5.59,-0.712,-0.09,0.0,0.0,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Generation Site Specific,"575, 577",0,-2.752,-0.339,-0.024,66.24,0.0,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Generation Site Specific no RP charge,"145, 146",0,-2.752,-0.339,-0.024,66.24,0.0,MIDE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Domestic Aggregated with Residual,"1, 4, 632","1, 2 or 0",6.022,0.951,0.09,16.39,,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Domestic Aggregated (Related MPAN),34,2,6.022,0.951,0.09,,,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated No Residual,"N10, N20, N30",3 to 8 or 0,6.856,1.083,0.102,8.91,,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated Band 1,"7, 10, 21, 19, 633, 322, 323",3 to 8 or 0,6.856,1.083,0.102,13.38,,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated Band 2,"N12, N22, N32",3 to 8 or 0,6.856,1.083,0.102,33.75,,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
