nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId,is_vlp_by_name,is_aggregator_code,multiple_assets,is_vlp
KYPEW-1,T_KYPEW-1,,WIND,Kype Extension Wind Farm Ltd,T,True,KYPE MUIR EXT WIND FARM,KYPEMEXT,-3.631,67.000,P,-0.0088069,-1.452,-1.452,26.800,26.800,True,False,,,,False,False,False,False
LAGA-1,T_LAGA-1,48W000000LAGA-14,CCGT,EP UK INVESTMENTS LIMITED,T,True,Langage Power Station,EPUKI,-30.000,905.000,P,0.0214735,-12.000,-12.000,362.000,362.000,True,False,,,,False,False,True,True
LIMKW-1,T_LIMKW-1,48W00000LIMKW-1A,WIND,Limekiln Extension Ltd,T,True,Limekiln Wind Farm,LMKEXTWF,-1.000,106.000,P,-0.0301340,-0.400,-0.400,42.400,42.400,True,False,,,,False,False,False,False
LNCSO-1,T_LNCSW-1,48W00000LNCSO-1R,WIND,Lincs Wind Farm Ltd,T,True,Lincs wind farm offshore BMU1,LINCSWFL,-4.000,150.000,P,0.0042196,-1.600,-1.600,60.000,60.000,True,False,,,,False,False,True,True
LNCSO-2,T_LNCSW-2,48W00000LNCSO-2P,WIND,Lincs Wind Farm Ltd,T,True,Lincs wind farm offshore BMU2,LINCSWFL,-4.000,150.000,P,0.0042196,-1.600,-1.600,60.000,60.000,True,False,,,,False,False,True,True
MIDMW-1,T_MIDMW-1,48W00000MIDMW-19,WIND,OnPath Energy Limited,T,True,MIDDLE MUIR WIND FARM,BANKSREN,-1.000,51.000,P,-0.0088069,-0.400,-0.400,20.400,20.400,True,False,,,,False,False,True,True
MINSW-1,E_MINSW-1,48W00000MINSW-1U,WIND,Mobius Renewables Gen. (GB),E,True,Minsca Wind Farm,AIRGEN,-0.260,38.123,C,-0.0088069,-0.104,-0.104,15.249,15.249,True,False,_N,South Scotland,,False,False,False,False
MYGPW-1,T_MYGPW-1,,WIND,Minnygap Energy Limited,T,True,Minnygap Wind Farm,MEL,-0.400,25.000,P,-0.0088069,-0.160,-0.160,10.000,10.000,True,False,,,,False,False,False,False
NOKYW-1,T_NOKYW-1,,WIND,North Kyle Wind farm Ltd,T,True,North Kyle Wind Farm-1,NKWFL,-2.000,106.000,P,-0.0088069,-0.800,-0.800,42.400,42.400,True,False,,,,False,False,True,True
NOKYW-2,T_NOKYW-2,,WIND,North Kyle Wind farm Ltd,T,True,North Kyle Wind Farm-2,NKWFL,-2.000,106.000,P,-0.0088069,-0.800,-0.800,42.400,42.400,True,False,,,,False,False,True,True
PIBUW-1,E_PIBUW-1,,WIND,Npower Commercial Gas Limited,E,True,Pines Burn Wind Farm,NPOWER02,0.000,35.674,P,-0.0088069,0.000,0.000,14.270,14.270,True,False,_N,South Scotland,,False,False,True,True
RAKE-1,E_RAKE-1,,,Conrad Energy (Trading) Ltd,E,True,Rake Lane,CONRAD,-1.000,20.000,C,-0.0048159,-0.400,-0.400,8.000,8.000,True,False,_G,North Western,,False,False,True,True
RICHB-1,T_RICHB-1,,OTHER,Limejump Energy Limited,T,True,Richborough Energy Park 1,ANGEL,-49.900,49.900,C,0.0120522,-19.960,-19.960,19.960,19.960,True,False,,,,True,False,True,True
RICHB-2,T_RICHB-2,,OTHER,Limejump Energy Limited,T,True,Richborough Energy Park 2,ANGEL,-49.900,49.900,C,0.0120522,-19.960,-19.960,19.960,19.960,True,False,,,,True,False,True,True
ROCK-1,T_ROCK-1,48W000000ROCK-16,CCGT,Rocksavage Power Company Ltd,T,True,Rocksavage Power Station,RPCL,-13.200,810.000,P,0.0013166,-5.280,-5.280,324.000,324.000,True,False,,,,False,False,False,False
SAKNW-1,T_SAKNW-1,,WIND,Sandy Knowe Wind Farm Ltd,T,True,Sandy Knowe Wind Farm,SANDYWF1,-1.000,87.000,P,-0.0088069,-0.400,-0.400,34.800,34.800,True,False,,,,False,False,False,False
SHBA-2,T_SHBA-2,48W000000SHBA-2A,CCGT,EP UK INVESTMENTS LIMITED,T,True,SOUTH HUMBER BANK P/S PHASE 2,EPUKI,-10.000,580.000,P,-0.0051169,-4.000,-4.000,232.000,232.000,True,False,,,,False,False,True,True
SHOS-1,E_SHOS-1,48W000000SHOS-1N,CCGT,VPI Power Limited,E,True,Shoreham Power Station,SPGEN01,-16.000,460.000,P,0.0120522,-6.400,-6.400,184.000,184.000,True,False,_J,South Eastern,,False,False,False,False
SOKYW-1,T_SOKYW-1,,WIND,South Kyle Wind Farm Limited,T,True,South Kyle Wind Farm,GBSKYL,-2.000,426.916,P,-0.0088069,-0.800,-0.800,170.766,170.766,True,False,,,,False,False,False,False
SOLUU-1,E_SOLUTIA,,,UK Power Reserve Limited,E,True,Solutia Power Station,UKPR,0.000,15.800,C,0.0162007,0.000,0.000,6.320,6.320,True,False,_K,South Wales,,False,False,True,True
SPLN-1,T_SPLN-1,48W000000SPLN-1A,CCGT,Spalding Energy Company Ltd,T,True,Spalding Power Station,SPAL,-10.000,950.000,P,0.0073472,-4.000,-4.000,380.000,380.000,True,False,,,,False,False,False,False
STRNW-1,T_STRNW-1,48W00000STRNW-1H,WIND,Strathy Wind Farm Limited,T,True,Strathy North Wind Farm 1,STRTHWFL,-0.600,70.000,P,-0.0301340,-0.240,-0.240,28.000,28.000,True,False,,,,False,False,False,False
SUTBS-1,T_SUTBS-1,48W00000SUTBS-10,OTHER,EDF Energy Customers Limited,T,True,Sutton Bridge Solar Farm,LENCO,0.000,52.000,C,0.0042196,0.000,0.000,20.800,20.800,True,False,,,,False,False,True,True
TLYMW-1,E_TLYMW-1,48W00000TLYMW-1S,WIND,ECOTRICITY LIMITED,E,True,Tullymurdoch Wind Farm,RENC,0.000,13.841,C,-0.0301340,0.000,0.000,5.536,5.536,True,False,_P,North Scotland,,False,False,False,False
TWSHW-1,T_TWSHW-1,,WIND,Twentyshilling Limited,T,True,Twenty Shilling Wind Farm,TWENTYSH,-7.324,37.800,P,-0.0088069,-2.930,-2.930,15.120,15.120,True,False,,,,False,False,False,False
TYLNS-1,T_TYLNS-1,,,DAMSONGREEN ENERGYFARM LIMITED,T,True,Tye Lane Solar,DAMSON,0.000,49.900,C,0.0042196,0.000,0.000,19.960,19.960,True,False,,,,False,False,False,False
WDNSO-1,T_WDNSO-1,48W00000WDNSO-1H,WIND,Morecambe Wind Limited,T,True,West of Duddon Sands Offshore1,MWLWODS1,-5.000,197.000,P,-0.0048159,-2.000,-2.000,78.800,78.800,True,False,,,,False,False,True,True
WDNSO-2,T_WDNSO-2,48W00000WDNSO-2F,WIND,Morecambe Wind Limited,T,True,West of Duddon Sands Offshore2,MWLWODS1,-5.000,201.000,P,-0.0048159,-2.000,-2.000,80.400,80.400,True,False,,,,False,False,True,True
WDRGW-1,T_WDRGW-1,,WIND,Windy Rig Wind Farm Limited,T,True,Windy Rig Wind Farm,WINDYRIG,-0.760,42.800,P,-0.0088069,-0.304,-0.304,17.120,17.120,True,False,,,,False,False,False,False
